	proMS	co-cultures	product	seq_id	source	type	start	end	score	strand	phase	attributes	Name	eC_number	gene	inference	locus_tag	note	organism	Dbxref	Note	Parent	anticodon	bound_moiety	end_range	gbkey	gene_biotype	gene_synonym	genome	mol_type	old_locus_tag	partial	protein_id	pseudo	regulatory_class	start_range	strain	transl_table
MIT9301_01375	-0.0780311003361686	0.0165846428478368	Chorismate mutase	MIT9301_1	Prodigal:2.6	CDS	1151495	1151878	.	+	0	ID=MIT9301_01375;eC_number=5.4.99.5;Name=aroH;gene=aroH;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70658.1;locus_tag=MIT9301_01375;product=Chorismate mutase	aroH	5.4.99.5	aroH	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70658.1	MIT9301_01375		MIT9301																			
MIT9301_00808	0.0976714427596511	-0.6469528560049608	ABC-transporter%2C membrane spanning component	MIT9301_1	Prodigal:2.6	CDS	697450	698622	.	+	0	ID=MIT9301_00808;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19208.1;locus_tag=MIT9301_00808;product=ABC-transporter%2C membrane spanning component				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19208.1	MIT9301_00808		MIT9301																			
MIT9301_01658	-0.0797329432632987	-0.3014690894852102	8-amino-7-oxononanoate synthase	MIT9301_1	Prodigal:2.6	CDS	1389203	1390342	.	+	0	ID=MIT9301_01658;eC_number=2.3.1.47;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50621.1;locus_tag=MIT9301_01658;product=8-amino-7-oxononanoate synthase		2.3.1.47		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50621.1	MIT9301_01658		MIT9301																			
MIT9301_00506	-0.103265375560927	0.0707182838564776	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	440595	441092	.	+	0	ID=MIT9301_00506;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49542.1;locus_tag=MIT9301_00506;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49542.1	MIT9301_00506	conserved hypothetical protein	MIT9301																			
MIT9301_01178	-0.0944974375293206	-0.7120164859602026	putative Cobyrinic acid a%2Cc-diamide synthase	MIT9301_1	Prodigal:2.6	CDS	990459	991838	.	-	0	ID=MIT9301_01178;Name=cobB;gene=cobB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV50822.1;locus_tag=MIT9301_01178;product=putative Cobyrinic acid a%2Cc-diamide synthase	cobB		cobB	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV50822.1	MIT9301_01178		MIT9301																			
MIT9301_01800	0.0544599942031214	-0.1197079529286199	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1519475	1519660	.	-	0	ID=MIT9301_01800;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM71097.1;locus_tag=MIT9301_01800;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM71097.1	MIT9301_01800	conserved hypothetical protein	MIT9301																			
MIT9301_00401	-0.0628201980675017	0.1121434074075208	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	353338	353622	.	+	0	ID=MIT9301_00401;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69689.1;locus_tag=MIT9301_00401;product=Hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69689.1	MIT9301_00401		MIT9301																			
MIT9301_00021	-0.0545503502035062	0.1963412307130189	UDP-N-acetylenolpyruvoylglucosamine reductase	MIT9301_1	Prodigal:2.6	CDS	21661	22554	.	-	0	ID=MIT9301_00021;eC_number=1.3.1.98;Name=murB;gene=murB;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69308.1;locus_tag=MIT9301_00021;product=UDP-N-acetylenolpyruvoylglucosamine reductase	murB	1.3.1.98	murB	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69308.1	MIT9301_00021		MIT9301																			
MIT9301_01077	-0.0564540406553237	-0.1810530534151416	GCN5-related N-acetyltransferase	MIT9301_1	Prodigal:2.6	CDS	924950	925420	.	+	0	ID=MIT9301_01077;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70360.1;locus_tag=MIT9301_01077;product=GCN5-related N-acetyltransferase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70360.1	MIT9301_01077		MIT9301																			
MIT9301_00188	-0.1072459898553623	0.0212207463920339	5-(carboxyamino)imidazole ribonucleotide mutase	MIT9301_1	Prodigal:2.6	CDS	172569	173105	.	-	0	ID=MIT9301_00188;eC_number=4.1.1.21;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49231.1;locus_tag=MIT9301_00188;product=5-(carboxyamino)imidazole ribonucleotide mutase		4.1.1.21		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49231.1	MIT9301_00188		MIT9301																			
MIT9301_00120	-0.1127709689528691	-0.071122278732905	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	117446	117832	.	-	0	ID=MIT9301_00120;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49168.1;locus_tag=MIT9301_00120;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49168.1	MIT9301_00120	conserved hypothetical protein	MIT9301																			
MIT9301_01713	0.0492583681217377	0.4548320574080863	Glycosyl transferase%2C family 2	MIT9301_1	Prodigal:2.6	CDS	1445427	1446389	.	-	0	ID=MIT9301_01713;eC_number=2.4.1.83;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM71009.1;locus_tag=MIT9301_01713;product=Glycosyl transferase%2C family 2		2.4.1.83		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM71009.1	MIT9301_01713		MIT9301																			
MIT9301_00238	0.0669031258197789	-0.0084782946254002	putative DNA mismatch repair protein MutS family protein	MIT9301_1	Prodigal:2.6	CDS	221362	223773	.	+	0	ID=MIT9301_00238;Name=mutS;gene=mutS;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV49856.1;locus_tag=MIT9301_00238;product=putative DNA mismatch repair protein MutS family protein	mutS		mutS	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV49856.1	MIT9301_00238		MIT9301																			
MIT9301_01623	-0.0716174018001468	0.1240107047275117	Phosphoribosyl transferase	MIT9301_1	Prodigal:2.6	CDS	1356985	1357521	.	-	0	ID=MIT9301_01623;eC_number=2.4.2.9;Name=pyrR;gene=pyrR;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18246.1;locus_tag=MIT9301_01623;product=Phosphoribosyl transferase	pyrR	2.4.2.9	pyrR	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18246.1	MIT9301_01623		MIT9301																			
MIT9301_01249	-0.0831120352560034	0.7329655672158055	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1059372	1060157	.	+	0	ID=MIT9301_01249;Name=phnC;gene=phnC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17873.1;locus_tag=MIT9301_01249;product=Hypothetical protein	phnC		phnC	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17873.1	MIT9301_01249		MIT9301																			
MIT9301_00254	-0.0638724535173874	-0.2343746003742869	Aspartate carbamoyltransferase	MIT9301_1	Prodigal:2.6	CDS	237161	238177	.	-	0	ID=MIT9301_00254;eC_number=2.1.3.2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:AIQ94303.1;locus_tag=MIT9301_00254;product=Aspartate carbamoyltransferase		2.1.3.2		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:AIQ94303.1	MIT9301_00254		MIT9301																			
MIT9301_01363	-0.0709547302101524	-0.3163425628325663	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1141519	1142172	.	-	0	ID=MIT9301_01363;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17994.1;locus_tag=MIT9301_01363;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17994.1	MIT9301_01363	conserved hypothetical protein	MIT9301																			
MIT9301_00091	-0.0466495519529855	0.4242681382182928	ATPase	MIT9301_1	Prodigal:2.6	CDS	92844	94133	.	+	0	ID=MIT9301_00091;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG08478.1;locus_tag=MIT9301_00091;product=ATPase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG08478.1	MIT9301_00091		MIT9301																			
MIT9301_01726	-0.0771872621315464	-0.8307933184605295	50S ribosomal protein L17	MIT9301_1	Prodigal:2.6	CDS	1459253	1459603	.	-	0	ID=MIT9301_01726;Name=rplQ;gene=rplQ;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV51419.1;locus_tag=MIT9301_01726;product=50S ribosomal protein L17	rplQ		rplQ	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV51419.1	MIT9301_01726		MIT9301																			
MIT9301_00550	-0.0559806466620911	-0.0785386573208773	Phage integrase family protein	MIT9301_1	Prodigal:2.6	CDS	479481	480650	.	-	0	ID=MIT9301_00550;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69866.1;locus_tag=MIT9301_00550;product=Phage integrase family protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69866.1	MIT9301_00550		MIT9301																			
MIT9301_01697	0.0375748490771027	-0.1847466201379504	ATP-dependent protease La (LON) domain-containing protein	MIT9301_1	Prodigal:2.6	CDS	1429919	1430575	.	-	0	ID=MIT9301_01697;eC_number=3.4.21.53;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18320.1;locus_tag=MIT9301_01697;product=ATP-dependent protease La (LON) domain-containing protein		3.4.21.53		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18320.1	MIT9301_01697		MIT9301																			
MIT9301_00546	0.0621395361828255	-0.2424784259306743	NAD binding site protein	MIT9301_1	Prodigal:2.6	CDS	476221	477354	.	-	0	ID=MIT9301_00546;Name=fixC;gene=fixC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69862.1;locus_tag=MIT9301_00546;product=NAD binding site protein	fixC		fixC	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69862.1	MIT9301_00546		MIT9301																			
MIT9301_00714	0.0638545378841206	0.7488904811011686	RNA recognition motif-containing protein	MIT9301_1	Prodigal:2.6	CDS	633346	633603	.	-	0	ID=MIT9301_00714;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:AQL30823.1;locus_tag=MIT9301_00714;product=RNA recognition motif-containing protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:AQL30823.1	MIT9301_00714		MIT9301																			
MIT9301_00346	-0.0597520025443173	-0.3322388356291357	putative septum site-determining protein	MIT9301_1	Prodigal:2.6	CDS	316052	316714	.	-	0	ID=MIT9301_00346;Name=minC;gene=minC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16971.1;locus_tag=MIT9301_00346;product=putative septum site-determining protein	minC		minC	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO16971.1	MIT9301_00346		MIT9301																			
MIT9301_00562	0.0393445915120143	-0.525220971345827	putative GTP cyclohydrolase I	MIT9301_1	Prodigal:2.6	CDS	491853	492593	.	+	0	ID=MIT9301_00562;eC_number=3.5.4.16;Name=folE;gene=folE;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18995.1;locus_tag=MIT9301_00562;product=putative GTP cyclohydrolase I	folE	3.5.4.16	folE	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE18995.1	MIT9301_00562		MIT9301																			
MIT9301_00400	-0.0763312508427725	0.3676505406787163	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	352946	353293	.	+	0	ID=MIT9301_00400;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17024.1;locus_tag=MIT9301_00400;product=Hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17024.1	MIT9301_00400		MIT9301																			
MIT9301_00363	0.1094089428571955	0.0527643309021677	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	332581	332673	.	+	0	ID=MIT9301_00363;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69648.1;locus_tag=MIT9301_00363;product=Hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69648.1	MIT9301_00363		MIT9301																			
MIT9301_01448	-0.0597248115343209	-0.4421229807501262	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1223639	1224139	.	-	0	ID=MIT9301_01448;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70748.1;locus_tag=MIT9301_01448;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70748.1	MIT9301_01448	conserved hypothetical protein	MIT9301																			
MIT9301_00442	-0.0576418609857897	-0.2336717522308025	tRNA (guanosine-2'-O-)-methyltransferase	MIT9301_1	Prodigal:2.6	CDS	386592	387263	.	-	0	ID=MIT9301_00442;eC_number=2.1.1.34;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49479.1;locus_tag=MIT9301_00442;product=tRNA (guanosine-2'-O-)-methyltransferase		2.1.1.34		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49479.1	MIT9301_00442		MIT9301																			
MIT9301_00684	-0.1107952738038696	0.4721487804054926	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	607488	607688	.	-	0	ID=MIT9301_00684;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69998.1;locus_tag=MIT9301_00684;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69998.1	MIT9301_00684	Conserved hypothetical protein	MIT9301																			
MIT9301_00310	-0.0575608235730126	0.1733422112976942	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	MIT9301_1	Prodigal:2.6	CDS	286149	286715	.	-	0	ID=MIT9301_00310;eC_number=2.7.6.3;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG08266.1;locus_tag=MIT9301_00310;product=2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase		2.7.6.3		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG08266.1	MIT9301_00310		MIT9301																			
MIT9301_00741	0.065285423248611	-0.0962097057685704	DNA ligase	MIT9301_1	Prodigal:2.6	CDS	658564	659313	.	-	0	ID=MIT9301_00741;eC_number=6.5.1.2;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF89784.1;locus_tag=MIT9301_00741;product=DNA ligase		6.5.1.2		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF89784.1	MIT9301_00741		MIT9301																			
MIT9301_00410	-0.0810504454311728	0.155837737247497	precorrin-2-C20-methyltransferase	MIT9301_1	Prodigal:2.6	CDS	356588	357343	.	+	0	ID=MIT9301_00410;eC_number=2.1.1.130;Name=cobI;gene=cobI;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69728.1;locus_tag=MIT9301_00410;product=precorrin-2-C20-methyltransferase	cobI	2.1.1.130	cobI	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM69728.1	MIT9301_00410		MIT9301																			
MIT9301_01644	-0.0535471072334805	0.6265361087068417	ATP synthase B' chain	MIT9301_1	Prodigal:2.6	CDS	1375610	1376071	.	-	0	ID=MIT9301_01644;eC_number=3.6.3.14;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF91175.1;locus_tag=MIT9301_01644;product=ATP synthase B' chain		3.6.3.14		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF91175.1	MIT9301_01644		MIT9301																			
MIT9301_00713	-0.1104581472255843	0.7994121683121684	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	633146	633340	.	+	0	ID=MIT9301_00713;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70000.1;locus_tag=MIT9301_00713;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM70000.1	MIT9301_00713	Conserved hypothetical protein	MIT9301																			
MIT9301_01443	0.0476464923718789	-0.9369795235777834	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1216587	1218857	.	-	0	ID=MIT9301_01443;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18069.1;locus_tag=MIT9301_01443;product=Hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18069.1	MIT9301_01443		MIT9301																			
MIT9301_01062	-0.2232321707191379	1.1142973749954153	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	917557	917778	.	+	0	ID=MIT9301_01062;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABS83154.1;locus_tag=MIT9301_01062;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABS83154.1	MIT9301_01062	Conserved hypothetical protein	MIT9301																			
MIT9301_01100	0.1315107777665417	0.3251872123043781	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	937950	938114	.	-	0	ID=MIT9301_01100;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABS83158.1;locus_tag=MIT9301_01100;note=Conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABS83158.1	MIT9301_01100	Conserved hypothetical protein	MIT9301																			
MIT9301_00245	-0.0678804580727857	-0.7051042586831224	Chorismate synthase	MIT9301_1	Prodigal:2.6	CDS	228980	230077	.	+	0	ID=MIT9301_00245;eC_number=4.2.3.5;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF95375.1;locus_tag=MIT9301_00245;product=Chorismate synthase		4.2.3.5		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF95375.1	MIT9301_00245		MIT9301																			
MIT9301_01055	-0.0712070708356171	-0.5594738825086043	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	914462	914728	.	-	0	ID=MIT9301_01055;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE41003.1;locus_tag=MIT9301_01055;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:EEE41003.1	MIT9301_01055	conserved hypothetical protein	MIT9301																			
MIT9301_01777	-0.0572825025619335	-0.241072422715981	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1498438	1498995	.	-	0	ID=MIT9301_01777;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50736.1;locus_tag=MIT9301_01777;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50736.1	MIT9301_01777	conserved hypothetical protein	MIT9301																			
MIT9301_00418	-0.0412991843717565	-0.4266929390084132	Glycosyltransferase	MIT9301_1	Prodigal:2.6	CDS	362657	363823	.	-	0	ID=MIT9301_00418;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF90187.1;locus_tag=MIT9301_00418;product=Glycosyltransferase				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF90187.1	MIT9301_00418		MIT9301																			
MIT9301_01308	-0.0779177169498741	0.3166046894344486	Hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1101654	1102307	.	+	0	ID=MIT9301_01308;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17938.1;locus_tag=MIT9301_01308;product=Hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO17938.1	MIT9301_01308		MIT9301																			
MIT9301_01735	0.0591259521761711	0.1206024856661714	LSU ribosomal protein L6P	MIT9301_1	Prodigal:2.6	CDS	1464993	1465532	.	-	0	ID=MIT9301_01735;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50697.1;locus_tag=MIT9301_01735;product=LSU ribosomal protein L6P				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50697.1	MIT9301_01735		MIT9301																			
MIT9301_01704	-0.0573333667768288	0.135590039370834	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	1440107	1440406	.	+	0	ID=MIT9301_01704;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18328.1;locus_tag=MIT9301_01704;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABO18328.1	MIT9301_01704	conserved hypothetical protein	MIT9301																			
MIT9301_00657	-0.0526524821080321	-0.5684247221504766	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	583574	583831	.	+	0	ID=MIT9301_00657;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49690.1;locus_tag=MIT9301_00657;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49690.1	MIT9301_00657	conserved hypothetical protein	MIT9301																			
MIT9301_01883	0.06190603263613	0.1000459523959324	putative spermidine synthase	MIT9301_1	Prodigal:2.6	CDS	1602276	1603127	.	+	0	ID=MIT9301_01883;eC_number=2.5.1.16;Name=speE;gene=speE;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM71178.1;locus_tag=MIT9301_01883;product=putative spermidine synthase	speE	2.5.1.16	speE	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM71178.1	MIT9301_01883		MIT9301																			
MIT9301_01535	0.0891232399843586	-0.1150025146621512	Ribonuclease Z	MIT9301_1	Prodigal:2.6	CDS	1302358	1303296	.	+	0	ID=MIT9301_01535;eC_number=3.1.26.11;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF91612.1;locus_tag=MIT9301_01535;product=Ribonuclease Z		3.1.26.11		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGF91612.1	MIT9301_01535		MIT9301																			
MIT9301_01177	0.0834432575512952	-0.6519594137486759	hypothetical protein	MIT9301_1	Prodigal:2.6	CDS	989971	990450	.	+	0	ID=MIT9301_01177;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50141.1;locus_tag=MIT9301_01177;note=conserved hypothetical protein;product=hypothetical protein				ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50141.1	MIT9301_01177	conserved hypothetical protein	MIT9301																			
MIT9301_01792	-0.0777019921079047	0.2354845447994373	Galactose mutarotase	MIT9301_1	Prodigal:2.6	CDS	1511441	1512295	.	-	0	ID=MIT9301_01792;Name=galM;gene=galM;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM71090.1;locus_tag=MIT9301_01792;product=Galactose mutarotase	galM		galM	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABM71090.1	MIT9301_01792		MIT9301																			
MIT9301_00187	-0.1074214386421415	0.3318695583772414	Adenylylsulfate kinase	MIT9301_1	Prodigal:2.6	CDS	171931	172554	.	+	0	ID=MIT9301_00187;eC_number=2.7.1.25;Name=cysC;gene=cysC;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV49803.1;locus_tag=MIT9301_00187;product=Adenylylsulfate kinase	cysC	2.7.1.25	cysC	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABV49803.1	MIT9301_00187		MIT9301																			
MIT9301_00624	-0.068995924489358	0.3804470755760703	Threonyl-tRNA synthetase	MIT9301_1	Prodigal:2.6	CDS	550624	552540	.	-	0	ID=MIT9301_00624;eC_number=6.1.1.3;Name=thrS;gene=thrS;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19056.1;locus_tag=MIT9301_00624;product=Threonyl-tRNA synthetase	thrS	6.1.1.3	thrS	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19056.1	MIT9301_00624		MIT9301																			
MIT9301_00243	-0.0527046580839467	0.1055992781868099	putative aspartoacylase	MIT9301_1	Prodigal:2.6	CDS	226447	227352	.	+	0	ID=MIT9301_00243;eC_number=3.5.1.15;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG03809.1;locus_tag=MIT9301_00243;product=putative aspartoacylase		3.5.1.15		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:KGG03809.1	MIT9301_00243		MIT9301																			
MIT9301_00132	0.0562646348995567	-0.1165312377029142	zeta-carotene desaturase	MIT9301_1	Prodigal:2.6	CDS	124829	126283	.	-	0	ID=MIT9301_00132;eC_number=1.3.99.-;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49180.1;locus_tag=MIT9301_00132;product=zeta-carotene desaturase		1.3.99.-		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB49180.1	MIT9301_00132		MIT9301																			
MIT9301_01377	0.0654821151625814	-0.4988662240703706	50S ribosomal protein L34	MIT9301_1	Prodigal:2.6	CDS	1152557	1152694	.	+	0	ID=MIT9301_01377;Name=rpl34%2C rpmH;gene=rpl34%2C rpmH;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19642.1;locus_tag=MIT9301_01377;product=50S ribosomal protein L34	rpl34%2C rpmH		rpl34%2C rpmH	ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:CAE19642.1	MIT9301_01377		MIT9301																			
MIT9301_01037	-0.0551288263453601	0.2739943987122591	dihydrodipicolinate reductase	MIT9301_1	Prodigal:2.6	CDS	896090	896938	.	-	0	ID=MIT9301_01037;eC_number=1.17.1.8;inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50028.1;locus_tag=MIT9301_01037;product=dihydrodipicolinate reductase		1.17.1.8		ab initio prediction:Prodigal:2.6,similar to AA sequence:RefSeq:ABB50028.1	MIT9301_01037		MIT9301																			
MIT9301_01686	0.0979364403555303	-1.2466398283935165	tRNA-Thr(cgt)	MIT9301_1	Aragorn:1.2	tRNA	1419948	1420020	.	+	.	ID=MIT9301_01686;inference=COORDINATES:profile:Aragorn:1.2;locus_tag=MIT9301_01686;product=tRNA-Thr(cgt)				COORDINATES:profile:Aragorn:1.2	MIT9301_01686		MIT9301																			
